country,iso3,g_whoregion,year,budget_lab,budget_oth,budget_staff,cf_lab,cf_staff,cf_tot_domestic,cf_tot_gf,cf_tot_grnt,cf_tot_sources,cf_tot_usaid,download_date
Kazakhstan,KAZ,EUR,2018,5093660,NA,89398682,3804346,89398682,126856666,4871889,1850920,133845328,265853,2023-07-28
Kazakhstan,KAZ,EUR,2019,2619302,16265906,61508867,2619302,61508867,126500411,5854430,1267485,133922326,300000,2023-07-28
Kazakhstan,KAZ,EUR,2020,6357041,794842,44508295,6357041,44508295,114826597,4486319,954382,121267298,1000000,2023-07-28
Kazakhstan,KAZ,EUR,2021,5333282,2578862,64739653,5333282,64739653,116825630,2363120,250000,119438750,NA,2023-07-28
Kazakhstan,KAZ,EUR,2022,5273582,6780587,55067377,5273582,55067377,112830968,6827814,122700,122281482,2500000,2023-07-28
Kenya,KEN,AFR,2018,5000000,8000000,13000000,3324591,12554507,13794399,12894020,0,26780771,92352,2023-07-28
Kenya,KEN,AFR,2019,9621500,8000000,16366337,2798805,14243003,17672714,8045384,0,29875190,4157092,2023-07-28
Kenya,KEN,AFR,2020,7962790,909566,16366337,4564682,16366337,17853436,13687810,95670,36799916,5163000,2023-07-28
Kenya,KEN,AFR,2021,6895248,658302,13355551,5585629,11480957,18924367,17556149,NA,42161851,5681335,2023-07-28
Kenya,KEN,AFR,2022,10294339,268011,13355551,10294339,11927434,16091646,23706641,NA,46517435,6719148,2023-07-28
Kiribati,KIR,WPR,2018,70000,0,344000,70000,344000,0,200000,215800,415800,0,2023-07-28
Kiribati,KIR,WPR,2019,36450,NA,293515,36450,293515,NA,158913,337952,496865,NA,2023-07-28
Kiribati,KIR,WPR,2020,13885,NA,207024,13885,207024,NA,108115,240516,348631,NA,2023-07-28
Kiribati,KIR,WPR,2021,23324,NA,375922,23324,375922,129460,114038,245871,489369,NA,2023-07-28
Kiribati,KIR,WPR,2022,21532,NA,289876,21532,286588,77758,88404,253428,419590,NA,2023-07-28
Kuwait,KWT,EMR,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Kuwait,KWT,EMR,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Kuwait,KWT,EMR,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Kuwait,KWT,EMR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Kuwait,KWT,EMR,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Kyrgyzstan,KGZ,EUR,2018,627905,5616015,6866440,627905,6866440,12760575,2295186,3556868,24719880,6107251,2023-07-28
Kyrgyzstan,KGZ,EUR,2019,946338,4337141,212533,946338,212533,11500000,3317489,497189,19260088,3945410,2023-07-28
Kyrgyzstan,KGZ,EUR,2020,1274796,4100733,5187221,1264414,5179671,7814175,6084207,280147,16067523,1888994,2023-07-28
Kyrgyzstan,KGZ,EUR,2021,945292,9647356,82151,945292,82151,8004652,2348028,385159,13062463,2324624,2023-07-28
Kyrgyzstan,KGZ,EUR,2022,1237647,10122744,87081,1237647,87081,8459303,5349086,80000,16374990,2486601,2023-07-28
Lao People's Democratic Republic,LAO,WPR,2018,1094847,542207,554877,794847,554877,384499,2991080,0,3375579,0,2023-07-28
Lao People's Democratic Republic,LAO,WPR,2019,788521,495631,555948,788521,555948,724010,2955320,20000,3699330,0,2023-07-28
Lao People's Democratic Republic,LAO,WPR,2020,170981,173626,290789,170981,290789,674876,1567514,0,2242390,0,2023-07-28
Lao People's Democratic Republic,LAO,WPR,2021,1419215,232916,518400,1126687,63523,392125,2069814,0,2461939,0,2023-07-28
Lao People's Democratic Republic,LAO,WPR,2022,1007615,NA,523417,769278,NA,281478,2017956,37447,2336881,NA,2023-07-28
Latvia,LVA,EUR,2018,NA,NA,NA,NA,NA,2185827,NA,NA,2185827,NA,2023-07-28
Latvia,LVA,EUR,2019,NA,NA,NA,NA,NA,2216505,NA,NA,2216505,NA,2023-07-28
Latvia,LVA,EUR,2020,NA,NA,NA,NA,NA,2216505,NA,NA,2216505,NA,2023-07-28
Latvia,LVA,EUR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Latvia,LVA,EUR,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Lebanon,LBN,EMR,2018,118800,100000,1807575,118800,1439775,464461,2378162,0,2842623,0,2023-07-28
Lebanon,LBN,EMR,2019,150000,100000,763800,100000,391920,468403,326182,0,794585,0,2023-07-28
Lebanon,LBN,EMR,2020,388133,100000,630000,204810,398160,1170480,238084,34400,1442964,0,2023-07-28
Lebanon,LBN,EMR,2021,157338,0,650400,157338,442284,532064,208710,252000,992774,0,2023-07-28
Lebanon,LBN,EMR,2022,200000,195910,674400,176774,205708,19600,592787,14400,626787,NA,2023-07-28
Lesotho,LSO,AFR,2018,6666,NA,400000,6666,270198,1011281,1814552,NA,2825833,NA,2023-07-28
Lesotho,LSO,AFR,2019,2467015,NA,592986,943575,500968,578455,2696494,2111630,5386579,NA,2023-07-28
Lesotho,LSO,AFR,2020,562986,397570,1620199,2119343,1738027,5524183,5531518,207645,11263346,0,2023-07-28
Lesotho,LSO,AFR,2021,1867484,0,2022790,3116768,1852487,4094870,5823609,0,10610878,692399,2023-07-28
Lesotho,LSO,AFR,2022,2099117,89902,1609036,5599803,2253208,12363562,4144758,0,16741142,232822,2023-07-28
Liberia,LBR,AFR,2018,1089641,NA,0,1089641,0,152040,1497464,4747343,6396847,0,2023-07-28
Liberia,LBR,AFR,2019,261281,0,394657,0,0,0,1648328,0,1648328,0,2023-07-28
Liberia,LBR,AFR,2020,561736,231887,538230,290252,233171,286718,1771197,0,2057915,0,2023-07-28
Liberia,LBR,AFR,2021,1450211,785724,1638417,885769,234561,286718,3117574,0,3404292,0,2023-07-28
Liberia,LBR,AFR,2022,109259,235180,316657,62434,234561,NA,2201556,5386,2505942,299000,2023-07-28
Libya,LBY,EMR,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Libya,LBY,EMR,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Libya,LBY,EMR,2020,1500000,0,50000,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Libya,LBY,EMR,2021,950000,NA,150000,950000,150000,600000,NA,2000000,2600000,NA,2023-07-28
Libya,LBY,EMR,2022,1250000,0,200000,1250000,200000,647000,0,2500000,3147000,0,2023-07-28
Lithuania,LTU,EUR,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Lithuania,LTU,EUR,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Lithuania,LTU,EUR,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Lithuania,LTU,EUR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Lithuania,LTU,EUR,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Luxembourg,LUX,EUR,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Luxembourg,LUX,EUR,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Luxembourg,LUX,EUR,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Luxembourg,LUX,EUR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Luxembourg,LUX,EUR,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Madagascar,MDG,AFR,2018,782676,685837,355032,351029,333617,NA,3281982,NA,3281982,NA,2023-07-28
Madagascar,MDG,AFR,2019,259018,633274,375992,259018,375992,0,2890763,0,2890763,0,2023-07-28
Madagascar,MDG,AFR,2020,582974,0,375992,582974,375992,0,3250185,0,3250185,0,2023-07-28
Madagascar,MDG,AFR,2021,1719718,887162,579269,1719718,579269,0,6373997,0,6373997,0,2023-07-28
Madagascar,MDG,AFR,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Malawi,MWI,AFR,2018,2662135,8221000,533000,3555379,522814,2196601,4012658,2440286,13075789,4426244,2023-07-28
Malawi,MWI,AFR,2019,2876297,2494323,439468,2876297,439468,1442238,4481477,1489461,10837809,3424633,2023-07-28
Malawi,MWI,AFR,2020,2586635,4415771,1018709,2586635,1018709,1751644,8387057,1655534,15559874,3765639,2023-07-28
Malawi,MWI,AFR,2021,9873203,5419694,1000000,6729992,749637,462973,5703015,10186557,19852545,3500000,2023-07-28
Malawi,MWI,AFR,2022,6115764,5884301,1414557,3875421,1414557,462973,5902615,8820865,19186453,4000000,2023-07-28
Malaysia,MYS,WPR,2018,1000000,NA,10300000,1000000,10300000,15980000,NA,NA,15980000,NA,2023-07-28
Malaysia,MYS,WPR,2019,1000000,NA,10300000,1000000,10300000,15980000,NA,NA,15980000,NA,2023-07-28
Malaysia,MYS,WPR,2020,1000000,NA,10300000,1000000,10300000,15984000,NA,NA,15984000,NA,2023-07-28
Malaysia,MYS,WPR,2021,1400000,NA,10300000,1400000,10300000,16580000,NA,NA,16580000,NA,2023-07-28
Malaysia,MYS,WPR,2022,1400000,NA,10300000,1400000,10300000,16846000,NA,NA,16846000,NA,2023-07-28
Maldives,MDV,SEA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Maldives,MDV,SEA,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Maldives,MDV,SEA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Maldives,MDV,SEA,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Maldives,MDV,SEA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Mali,MLI,AFR,2018,1796883,322036,690381,873672,690381,1310908,4116255,NA,5427163,NA,2023-07-28
Mali,MLI,AFR,2019,526880,164867,356117,52119,356117,569279,1083601,NA,1652880,NA,2023-07-28
Mali,MLI,AFR,2020,590589,303325,979664,70195,865613,407866,998354,NA,1709545,303325,2023-07-28
Mali,MLI,AFR,2021,1400000,167322,1146986,1123045,1146986,2382120,3433986,288474,6104580,0,2023-07-28
Mali,MLI,AFR,2022,144250,5167954,1969096,125120,1969096,1047759,7199003,NA,8246762,NA,2023-07-28
Malta,MLT,EUR,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Malta,MLT,EUR,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Malta,MLT,EUR,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Malta,MLT,EUR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Malta,MLT,EUR,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Marshall Islands,MHL,WPR,2018,70000,NA,151000,25000,151000,NA,176000,NA,176000,NA,2023-07-28
Marshall Islands,MHL,WPR,2019,12000,0,180000,12000,180000,230000,12000,400000,642000,0,2023-07-28
Marshall Islands,MHL,WPR,2020,400000,0,500000,400000,500000,580000,172000,323200,1575200,500000,2023-07-28
Marshall Islands,MHL,WPR,2021,10000,0,280000,10000,280000,599413,280000,282587,1162000,NA,2023-07-28
Marshall Islands,MHL,WPR,2022,444000,NA,443473,844000,NA,444000,400000,NA,844000,NA,2023-07-28
Mauritania,MRT,AFR,2018,NA,NA,NA,444537,65137,NA,1164961,NA,1164961,0,2023-07-28
Mauritania,MRT,AFR,2019,225986,0,554200,158954,472456,717688,481587,0,1199275,0,2023-07-28
Mauritania,MRT,AFR,2020,NA,NA,NA,444537,65137,NA,1164961,NA,1164961,NA,2023-07-28
Mauritania,MRT,AFR,2021,589948,NA,65137,589948,65137,323932,1900000,NA,2223932,NA,2023-07-28
Mauritania,MRT,AFR,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Mauritius,MUS,AFR,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Mauritius,MUS,AFR,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Mauritius,MUS,AFR,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Mauritius,MUS,AFR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Mauritius,MUS,AFR,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Mexico,MEX,AMR,2018,3427751,44452,4729803,3427751,4729803,12013738,0,0,12013738,0,2023-07-28
Mexico,MEX,AMR,2019,3123065,24142,4898652,3123065,4898652,11105557,0,0,11105557,0,2023-07-28
Mexico,MEX,AMR,2020,2457000,0,7664455,2457000,7664455,13059495,0,0,13059495,0,2023-07-28
Mexico,MEX,AMR,2021,5030181,371903,5377062,5030181,5377062,13934709,0,0,13934709,0,2023-07-28
Mexico,MEX,AMR,2022,2166710,1309633,3012873,2166710,3012873,7950060,0,0,7950060,0,2023-07-28
Micronesia (Federated States of),FSM,WPR,2018,33528,0,364200,33528,364200,0,83372,25000,615550,507178,2023-07-28
Micronesia (Federated States of),FSM,WPR,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Micronesia (Federated States of),FSM,WPR,2020,10000,0,275000,10000,275000,25000,79930,0,617851,512921,2023-07-28
Micronesia (Federated States of),FSM,WPR,2021,0,0,306430,0,306430,25000,50000,0,587921,512921,2023-07-28
Micronesia (Federated States of),FSM,WPR,2022,0,0,272811,0,272811,25000,50000,0,587921,512921,2023-07-28
Monaco,MCO,EUR,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Monaco,MCO,EUR,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Monaco,MCO,EUR,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Monaco,MCO,EUR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Monaco,MCO,EUR,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Mongolia,MNG,WPR,2018,441194,1196755,2867000,441194,2867000,3649499,2424462,0,6073961,0,2023-07-28
Mongolia,MNG,WPR,2019,576448,72851,3325720,576448,3325720,4283643,1302004,0,5585647,0,2023-07-28
Mongolia,MNG,WPR,2020,387930,NA,3564121,387930,3564121,4279247,1086273,190000,5555520,NA,2023-07-28
Mongolia,MNG,WPR,2021,1322429,40000,3886343,1322429,3886343,4506001,2557756,40000,7103757,NA,2023-07-28
Mongolia,MNG,WPR,2022,1365411,0,4315241,1365411,4315241,6305730,3187946,7852,9501528,NA,2023-07-28
Montenegro,MNE,EUR,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Montenegro,MNE,EUR,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Montenegro,MNE,EUR,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Montenegro,MNE,EUR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Montenegro,MNE,EUR,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Montserrat,MSR,AMR,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Montserrat,MSR,AMR,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Montserrat,MSR,AMR,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Montserrat,MSR,AMR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Montserrat,MSR,AMR,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Morocco,MAR,EMR,2018,1500600,11473200,8604000,510600,8604000,15520000,775500,0,16295500,0,2023-07-28
Morocco,MAR,EMR,2019,13046592,0,18392672,3860904,11111792,18470578,1776110,494000,20740688,0,2023-07-28
Morocco,MAR,EMR,2020,7973783,0,18429230,5687137,11125393,24602189,727253,601717,25931159,0,2023-07-28
Morocco,MAR,EMR,2021,4230771,0,12251675,2008901,12251675,22035327,1496573,561000,24092900,0,2023-07-28
Morocco,MAR,EMR,2022,10667142,NA,12191313,6296842,12191313,24193030,2078953,0,26271983,0,2023-07-28
Mozambique,MOZ,AFR,2018,4468044,453389,1828000,4468044,1828000,1500000,20682455,8252097,30434552,NA,2023-07-28
Mozambique,MOZ,AFR,2019,6378695,83460,1000000,6378695,1000000,2084790,16922481,5740463,24747734,NA,2023-07-28
Mozambique,MOZ,AFR,2020,4742922,246535,1149584,4742922,1149584,3176000,13644703,6354344,26225047,3050000,2023-07-28
Mozambique,MOZ,AFR,2021,7797970,0,1614344,7797970,1614344,3562346,16606515,5280199,29849060,4400000,2023-07-28
Mozambique,MOZ,AFR,2022,2595814,NA,4793488,2595814,4793488,3690125,16082739,2621246,30830105,8435995,2023-07-28
Myanmar,MMR,SEA,2018,5412579,14536313,17739258,3370038,1374528,2125422,25722031,3006908,31854361,1000000,2023-07-28
Myanmar,MMR,SEA,2019,5591314,9473777,18657558,3092318,5298440,1848555,32150253,5083982,39082790,0,2023-07-28
Myanmar,MMR,SEA,2020,6667467,7211321,19377058,5345890,3080190,3112950,34553968,4794541,47661459,5200000,2023-07-28
Myanmar,MMR,SEA,2021,15991898,4297303,11933064,6354453,4323790,4852183,34871126,4798321,52044630,7523000,2023-07-28
Myanmar,MMR,SEA,2022,17700474,5065031,12141743,6167876,3443054,4937603,35029975,2272707,50740285,8500000,2023-07-28
Namibia,NAM,AFR,2018,NA,NA,8286571,NA,5800600,27940544,1400000,NA,29364929,24385,2023-07-28
Namibia,NAM,AFR,2019,3379307,2739948,19776227,1251950,18801091,30740513,4480389,NA,35229138,8236,2023-07-28
Namibia,NAM,AFR,2020,3272549,5930140,8965947,2589580,1891012,8101424,3500000,1600000,13201424,0,2023-07-28
Namibia,NAM,AFR,2021,2732826,4345017,9164479,2732826,2417156,7779176,780073,1300000,10409079,549830,2023-07-28
Namibia,NAM,AFR,2022,2533005,349182,10419715,161597,1889479,2152757,2502568,1070000,5725325,NA,2023-07-28
Nauru,NRU,WPR,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Nauru,NRU,WPR,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Nauru,NRU,WPR,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Nauru,NRU,WPR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Nauru,NRU,WPR,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Nepal,NPL,SEA,2018,1679091,18711,1218265,1679091,1218265,9782800,7996908,NA,17779708,NA,2023-07-28
Nepal,NPL,SEA,2019,5060264,482626,1050267,3709021,895210,7808086,7592729,0,15400815,0,2023-07-28
Nepal,NPL,SEA,2020,5441798,171697,2506812,4440284,2506812,7585843,9193917,0,16779760,0,2023-07-28
Nepal,NPL,SEA,2021,5965862,171916,1058267,5565093,969990,7020168,8995535,50000,16065703,0,2023-07-28
Nepal,NPL,SEA,2022,7169116,97311,7819052,3288428,2943386,7335479,10495503,39770,17870752,NA,2023-07-28
Netherlands (Kingdom of the),NLD,EUR,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Netherlands (Kingdom of the),NLD,EUR,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Netherlands (Kingdom of the),NLD,EUR,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Netherlands (Kingdom of the),NLD,EUR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Netherlands (Kingdom of the),NLD,EUR,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
New Caledonia,NCL,WPR,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
New Caledonia,NCL,WPR,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
New Caledonia,NCL,WPR,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
New Caledonia,NCL,WPR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
New Caledonia,NCL,WPR,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
New Zealand,NZL,WPR,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
New Zealand,NZL,WPR,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
New Zealand,NZL,WPR,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
New Zealand,NZL,WPR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
New Zealand,NZL,WPR,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Nicaragua,NIC,AMR,2018,1017557,0,2617706,997709,2346710,4612886,3457902,0,8070788,0,2023-07-28
Nicaragua,NIC,AMR,2019,1109903,0,2700000,763199,877679,6067167,1292382,272441,7631990,0,2023-07-28
Nicaragua,NIC,AMR,2020,1354654,0,2735663,1348100,1621700,6931394,1077021,238021,8246436,0,2023-07-28
Nicaragua,NIC,AMR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Nicaragua,NIC,AMR,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Niger,NER,AFR,2018,227488,NA,134761,NA,239103,950000,905198,59533,1914731,NA,2023-07-28
Niger,NER,AFR,2019,291489,NA,2271783,291489,2271783,NA,5432788,194981,5627769,NA,2023-07-28
Niger,NER,AFR,2020,1831448,NA,702901,1764772,568065,NA,8759111,167341,8926452,NA,2023-07-28
Niger,NER,AFR,2021,521866,NA,2096634,494348,2096633,NA,4387002,198594,4585596,NA,2023-07-28
Niger,NER,AFR,2022,4221880,0,1861808,197526,1567108,NA,5566250,182554,5748804,NA,2023-07-28
Nigeria,NGA,AFR,2018,78675538,4341679,61450894,11618421,41612713,31640126,42966379,0,96606505,22000000,2023-07-28
Nigeria,NGA,AFR,2019,54645906,2986392,37722901,20782394,28052033,22335038,64097623,0,110432661,24000000,2023-07-28
Nigeria,NGA,AFR,2020,76302188,7682668,38477359,26437407,25093594,27002499,65115893,0,116118392,24000000,2023-07-28
Nigeria,NGA,AFR,2021,73093837,8532668,39631679,27288025,25269249,27002499,66111619,0,117114118,24000000,2023-07-28
Nigeria,NGA,AFR,2022,79314123,16840194,37187591,28500000,22669618,24252944,65062232,0,114315176,25000000,2023-07-28
Niue,NIU,WPR,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Niue,NIU,WPR,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Niue,NIU,WPR,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Niue,NIU,WPR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Niue,NIU,WPR,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
North Macedonia,MKD,EUR,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
North Macedonia,MKD,EUR,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
North Macedonia,MKD,EUR,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
North Macedonia,MKD,EUR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
North Macedonia,MKD,EUR,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Northern Mariana Islands,MNP,WPR,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Northern Mariana Islands,MNP,WPR,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Northern Mariana Islands,MNP,WPR,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Northern Mariana Islands,MNP,WPR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Northern Mariana Islands,MNP,WPR,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Norway,NOR,EUR,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Norway,NOR,EUR,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Norway,NOR,EUR,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Norway,NOR,EUR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Norway,NOR,EUR,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
"occupied Palestinian territory, including east Jerusalem",PSE,EMR,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
"occupied Palestinian territory, including east Jerusalem",PSE,EMR,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
"occupied Palestinian territory, including east Jerusalem",PSE,EMR,2020,100000,100000,30000,NA,NA,30000,NA,NA,30000,NA,2023-07-28
